track_name,date,bias_type,horse_name,pp,fin,odds,odds_rank,comment
Prairie Meadows,2025-07-13,inside,Pizza Charlie,10,6.0,91.9,10.0,"2-3wd 2nd tn,no rally"
Prairie Meadows,2025-07-13,inside,Prints Money,8,4.0,34.8,8.0,"midpack 3-4wd,empty"
Prairie Meadows,2025-07-14,inside,Brownstone,4,2.0,14.9,5.0,"4wbid late tn,just mis"
Prairie Meadows,2025-07-14,inside,Joyful Josephine,7,3.0,7.4,5.0,"3wd bid,good finish"
Prairie Meadows,2025-07-14,inside,Nineteen Hundred,7,3.0,17.0,5.0,"pace, collared mid-str"
Prairie Meadows,2025-07-14,inside,Dagger Ranch,5,2.0,12.8,5.0,"bid 2p,in aim,2ndbest"
Presque Isle Downs,2025-07-02,inside,Baytown Fury,4,2.0,6.5,5.0,"rally turn,led,outkick"
Presque Isle Downs,2025-07-02,inside,Mr. Squeaky Wheels,4,2.0,8.9,4.0,"fail to gain,2d best"
Presque Isle Downs,2025-07-02,inside,Dame Maude Chardin,6,4.0,20.0,6.0,"midpack 3w,mild bid"
Presque Isle Downs,2025-07-02,inside,Resist the Devil,6,5.0,29.0,7.0,even late
Presque Isle Downs,2025-07-03,inside,Hazard Pay,7,2.0,24.5,6.0,"led,no ans,2d best"
Presque Isle Downs,2025-07-03,inside,On Reserve,5,3.0,15.0,5.0,"bst strd late,up show"
Presque Isle Downs,2025-07-03,inside,Silent Diva,4,6.0,72.6,8.0,passed weaker
Presque Isle Downs,2025-07-03,inside,Nelida,4,2.0,20.1,6.0,late gain for place
Presque Isle Downs,2025-07-03,inside,Samaritano,5,4.0,17.1,7.0,"cut corner,pass weaker"
Retama Park,2025-07-16,outside,FERGUS MHF,1,3.0,14.2,5.0,"heels clip, mild rally"
Saratoga,2025-07-04,inside,Tom Collins,7,1.0,8.6,5.0,"well rated 2p,gamely"
Saratoga,2025-07-04,inside,Dirand (IRE),8,2.0,9.8,6.0,"ins-2p1st,3-4p2nd,gain"
Saratoga,2025-07-04,inside,Orgonite,4,4.0,10.1,7.0,"bobbld after brk,5p1/4"
Saratoga,2025-07-04,inside,King of Fog,4,4.0,27.5,6.0,"2p trn,headed3/16,wknd"
Saratoga,2025-07-04,inside,Capitol Hill,6,2.0,20.8,5.0,"savd ground,mvd out1/8"
Saratoga,2025-07-04,inside,Mythical Man,7,4.0,35.5,8.0,"3-4p turns,6p1/4,empty"
Saratoga,2025-07-04,inside,Test Score,5,1.0,3.3,3.0,"bobbled, brush gate st"
Saratoga,2025-07-04,inside,World Beater,7,2.0,11.3,6.0,"chased 3w, mild kick"
Saratoga,2025-07-04,inside,Bendoog,4,4.0,17.5,6.0,"2path turns,empty"
Saratoga,2025-07-04,inside,Outlaw Kid,5,3.0,10.8,6.0,"chased ins, kept on"
Saratoga,2025-07-04,inside,Axthlem,8,7.0,29.5,11.0,"chased 4-2w, no kick"
Saratoga,2025-07-04,inside,American Monarch,11,8.0,28.75,10.0,"3-2w in aim, weakened"
Saratoga,2025-07-06,outside,Natural Shooter,2,4.0,21.4,7.0,"5w upper, kept on"
Saratoga,2025-07-06,outside,Dinner Royale,1,6.0,25.0,8.0,"led early 2p, tired"
Saratoga,2025-07-06,outside,Abadin,2,2.0,18.4,8.0,"cut pace ins, ran on"
Saratoga,2025-07-10,inside,Absolute Honor,4,3.0,33.0,7.0,"ins-2p,headed3/16,wknd"
Saratoga,2025-07-10,inside,Brooklyn Dantz,5,3.0,28.0,10.0,"7w upper, belatedly"
Saratoga,2025-07-10,inside,Just Words,4,7.0,28.0,10.0,"chased 2p, tired"
Saratoga,2025-07-16,inside,Tapwrits Temper,6,3.0,21.2,6.0,"bobbed st, wknd late"
Saratoga,2025-07-16,inside,Barb,4,2.0,5.9,4.0,"prompted, led, ran on"
Saratoga,2025-07-16,inside,My Noble Knight,8,2.0,5.7,4.0,"4p2nd,bid5/16,5p1/4"
Saratoga,2025-07-18,inside,Syl's Pleasure,5,1.0,6.4,4.0,"out,2-3p,drift out3/16"
Saratoga,2025-07-18,inside,Always Be Smart,4,4.0,15.2,6.0,"off slow,3-4path,5p1/4"
Saratoga,2025-07-18,inside,Sunday Boy,5,2.0,20.1,5.0,"3-4w upper, mild kick"
Saratoga,2025-07-18,inside,Prides Crossing,4,5.0,28.0,7.0,carried out 4w 1st trn
Thistledown,2025-07-03,inside,Ron Dah Lou,6,2.0,12.2,4.0,"chased, clear second"
Thistledown,2025-07-03,inside,Mystical Mobil,5,3.0,15.8,5.0,improved outside lane
Thistledown,2025-07-03,inside,Mark My Words,6,1.0,12.5,6.0,"3w,move,drew off"
Thistledown,2025-07-03,inside,Doin Mischief,7,5.0,13.7,7.0,"pace to lane,weakened"
Thistledown,2025-07-03,inside,Moonlighter,6,2.0,17.9,6.0,"gained 3w,good try"
Thistledown,2025-07-07,inside,Vernon's Best,5,3.0,15.9,6.0,"best stride late,3wide"
Thistledown,2025-07-07,inside,Sage Runner,5,3.0,11.9,5.0,"pressed2w, outfinished"
Thistledown,2025-07-07,inside,Devoutly,8,3.0,21.5,7.0,"chased 3 wide, evenly"
Thistledown,2025-07-07,inside,Callherlarry,6,6.0,62.9,9.0,failed to respond
Thistledown,2025-07-10,inside,Holy Saint,5,4.0,23.8,7.0,"ralled, inside,"
Thistledown,2025-07-10,inside,Hite,6,2.0,27.8,5.0,"slow early, rallied 4w"
Thistledown,2025-07-10,inside,Into Gold,4,4.0,27.9,6.0,"through after half,"
Thistledown,2025-07-10,inside,Island Boss,6,3.0,11.3,6.0,"pressed, evenly late"
Thistledown,2025-07-16,inside,Group Eighteen,7,4.0,13.4,6.0,"led,pressed,faded late"
Thistledown,2025-07-16,inside,Kissing Medals,7,5.0,54.6,8.0,"bid 4w,turn,leveled"
